,0,task
2313,"These headphones are Better Sounding, (better balance; highs are crisper/less muted), Better Quality, Better Fitting, Pair Easier, oh, and are HALF what I paid for Rocketfish...  Major Home Run!",572
2314,They replaced a large pair of highly rated Photive over the ear Bluetooth phones (which broke) at half the price.,572
2315,"They really are ""good enough"" and honestly better than anything else you'll find for under $40.",572
2316,If you just want to enjoy your music and want headphones that are durable get these instead.,572
2317,These headphones have good sound and nice quality for the price.,572
2318,"I bought them for my son to use in school, but everyone (including my son) wants to use them at home.",572
2319,They seem to have a better Bluetooth signal than the 220.,572
2320,"In conclusion, a great deal (in my opinion), with some nice touches.",572
2321,I do recommend these headphones for general use.,572
2322,"I've had them for several months (to make sure they didn't short-out like some of the reviews have claimed),and I am totally pleased.",572
2323,"At this moment, I am listening to music on my GNote with this headset and I am hearing both excellent treble and bass.",572
2324,"The sound is pretty good and when I use it to make calls, I've had no complaints about the microphone quality.",572
2325,I needed new headphones because my last pair (a different brand) started only to play in one ear which many headphones do to me since they take a lot of abuse from me.,573
2326,Great little cheapo headphones.,573
2327,Would definitely recommend in a situation like mine.,573
2328,They are super comfortable.,573
2329,"For the price, great deal.",573
2330,"My only complaint is that they're not that great at blocking out external noises - on a crowded bus or subway, I have to turn up my volume almost all the way to hear my music properly.",573
2331,"I had high hopes, but this just didn't get me there.",573
2332,"So great, some jerk at work stole them from me.",573
2333,No deep bass like Bose but good dynamic sound & switching to phone calls is seamless.,573
2334,It holds the charge the whole time I've used it too.,573
2335,Cheap and effective.,573
2336,"It is pretty hard to press, making it difficult to turn and off and making it easy to give the wrong command.",573
2337,"When you need to block out the background sounds of dorm life or the city while you're doing your own thing, these headphones do a wonderful job with general noise.",573
2338,I been through countless headphones and none have lasted as long as these are lasting.,573
2339,I can't hold the ipod in my hand all the time.,573
2340,The fit is comfortable as well and do not feel like they are putting your skull in a vise yet there is no danger of them falling off.,573
2341,"My complaints are mostly about how they are built:  The cord is extremely short, even shorter than the MDR-V150, and it's taking some getting used to.",573
2342,My only 'con' would be length of the cable.,573
2343,I have been constantly using it for over 10 months now and it still charges as new and has the same sound quality ... !,573
2344,Then u have to keep wiggleing it to get it on both sides...  is any one else's like that?,573
2345,The headphones are also secure enough to not fall off when you're doing bench press.,573
2346,"Ears eventually start hurting from wearing too long
3.",573
2347,"I get a crazy long range, maybe about 100-150 feet from one end of the plant to the trailer bay.",573
2348,It gets the job done for the price one thing that is annoying is that you have to pair it every time you use it you can't just turn on your bluetooth and go like others after pairing it the first time,573
2349,*Update* I had to buy a new one at three and half years but I bought the same ones again because they pair so well and I had no issues with them.,573
2350,LIGHT TO HOLD AS WELL.,574
2351,"In terms of sound, I'd say that they are about the same quality.",574
2352,"I have never owned a ""behind the neck"" set of headphones.",574
2353,It's no longer so white but that is expected.,574
2354,I am sure it would work fine if I wanted music playing on it the entire time.,574
2355,"These headphones are Better Sounding, (better balance; highs are crisper/less muted), Better Quality, Better Fitting, Pair Easier, oh, and are HALF what I paid for Rocketfish...  Major Home Run!",574
2356,I wouldn't even consider them as an upgrade from standard ipod earbud quality.,574
2357,But these are the best so far with good highs and lows and bass is good and the treble is about mid range and they work very well with a high end media player too.,574
